sha,client,author_date,year,subject,weight,security_relevant,defect_class,disclosure,confidence,evidence,why,classified
7504dbd6eb3f62371f86b06b03ffd665690951f2,erigon,2019-03-12T10:40:05+01:00,2019,core/vm: 64 bit memory and gas calculations (#19210),204.44444444444449,True,arithmetic,silent,0.85,"	return val, val < offset64","The old calcMemSize returned a big.Int sum with no overflow check, allowing downstream uint64 truncation of memory sizes; the new code adds explicit overflow detection that prevents consensus divergence or resource exhaustion from malformed EVM memory offsets/lengths.",True
435020f9b3da3fd964232642613bd0922cd0a21d,erigon,2019-03-25T16:27:46+02:00,2019,core: split trie op metrics from the correct chain metrics,204.44444444444449,False,none,none,0.95,blockExecutionTimer.Update(t1.Sub(t0) - state.AccountReads - state.AccountUpdates - state.StorageReads - state.StorageUpdates),"This commit only adjusts how timing metrics are computed by splitting trie operation costs across phases; it has no effect on consensus, state, or availability.",True
7f753461cabd5cb6bf404ffda9511893c6435c4d,erigon,2019-05-06T15:42:54+02:00,2019,swarm/pss: disable failing handshake test,204.44444444444449,False,none,none,0.95,"+	t.Skip(\""Handshakes have not been maintained for a longer period, and have started to fail. They should be reviewed and possible removed.\"")",This is a test-only change that skips a failing test rather than fixing any production defect.,True
b2fe7f1b0deb70d649705b518924a9bf71b911b3,erigon,2019-06-18T14:55:41+03:00,2019,debug,204.44444444444449,False,none,none,0.8,"fmt.Println(""--- 7"", err)","This is a debugging/development commit with leftover debug print statements in the new code, not a polished fix for a security-relevant defect.",True
ba432bf71ffee5ee5cb87e18aca768ee45f93d90,erigon,2019-07-22T15:32:33+01:00,2019,Resolver to include topLevels,204.44444444444449,False,none,none,0.9,"-func NewResolver(ctx context.Context, hashes bool, accounts bool, blockNr uint64) *TrieResolver {","This commit refactors the NewResolver function to accept an integer topLevels parameter instead of a boolean hashes flag, without altering the core resolution behavior in production paths (which pass 0, equivalent to the old false).",True
36994e4e0b2be1362f99048d08b907628088e2bb,erigon,2019-08-12T11:00:38+02:00,2019,all: replace passPHRASE with passWORD in user interactions (#19932),204.44444444444449,False,none,none,1.0,"-var ErrInvalidPassphrase = errors.New(""invalid passphrase"")
+var ErrInvalidPassphrase = errors.New(""invalid password"")","This commit only renames user-facing strings from 'passphrase' to 'password' with no change to logic, behavior, or security properties.",True
f592a4d29baeb4d68ede39006b72cde694cc127e,erigon,2019-08-16T16:23:30+01:00,2019,Revert,204.44444444444449,True,state_corruption,silent,0.9,-		} else if matchlen == len(key) {,The diff fixes an incorrect key length comparison during trie deletion that could cause state corruption or consensus divergence by ignoring the keyStart offset.,True
ffa90a4510cd87104f1de21379c512901c57bb4c,erigon,2019-11-15T22:18:48Z,2019,Fix lint,204.44444444444449,True,consensus_divergence,silent,0.85,"-			hr.hash(n, len(hex) == 0, hn[:])","The second hash call used len(hex)==0 instead of the intended force parameter, which could produce incorrect trie hashes and cause consensus divergence from peers.",True
7ce7c3967cf2c8ebf921fd90891a5105909e752c,erigon,2019-12-02T10:29:25+01:00,2019,accounts/abi/bind: fix destructive packing of *big.Int (#20412),204.44444444444449,True,state_corruption,silent,0.8,-		return U256(value.Interface().(*big.Int)),"The diff fixes a bug where U256 mutates the caller's *big.Int during ABI packing, which could corrupt state relied upon by the caller for subsequent operations.",True
b6ef03089f9318379f6c02ca90bda471a0aa7610,erigon,2019-12-08T17:35:52+01:00,2019,nonce tape 2,204.44444444444449,False,none,none,0.9,"+			groups, err = GenStructStep(0, func(_ []byte) bool { return true }, false, false, curr.Bytes(), succ.Bytes(), hb, &curr, nil, 0, nil, nil, groups)","This is a test-only change updating calls to match a new function signature by adding a nil argument, with no production code defect being fixed.",True
143383b2f84810a4d2fa88e2271f4a7da48da411,erigon,2019-12-16T11:14:42+01:00,2019,added walkthrough of block 1 (#268),204.44444444444449,False,none,none,1.0,Block with 1 Ethereum transaction in Turbo-Geth,"This commit only adds documentation and images to the programmers guide, with no code changes affecting correctness or security.",True
c7abb50551b74c8f858ebedff625195aa621ac71,erigon,2019-12-17T11:33:24Z,2019,Fix lint,204.44444444444449,False,none,none,0.95,-					goOn = false,Removes a dead assignment before a break statement; purely a lint cleanup with no correctness or security consequence.,True
9388d77da9b12fcf0876a7cb6258177f32653399,erigon,2019-12-20T22:23:30Z,2019,bolt vs badger log parser and chart,204.44444444444449,False,none,none,1.0,"+	blocks, hours, dbsize, trienodes, heap := readData(\""bolt.csv\"")",This commit modifies a charting/logging tool to compare bolt vs badger database sync performance; it is a tooling/visualization change with no correctness or security consequence.,True
2f2bb132a27ad97494b7053e623e31209c317181,erigon,2019-12-24T15:53:46+06:00,2019,fix reusing pointer to memory inside boltdb pages,204.44444444444449,True,memory_safety,silent,0.8,"-var k, v []byte","The k,v slices pointed directly into boltdb mmap'd pages and were reused across loop iterations, so encoding could read stale or remapped memory, corrupting data sent to remote DB clients.",True
8704e8a8fc1ae7f70478a344518a864391b13657,erigon,2020-01-15T11:38:35+01:00,2020,build: fix makefile HOME reference (#20562),204.44444444444449,False,none,none,1.0,-	(mkdir -p $HOME/go/pkg/mod && mv .mod/* $HOME/go/pkg/mod),"This is a build-system fix correcting a Makefile variable reference from shell-style $HOME to Make-style $(HOME), with no impact on consensus, availability, fund integrity, or operator safety.",True
3f2a7df13320f0293c844c73071a5f7bfc875ddf,erigon,2020-01-20T07:20:17Z,2020,Fix witness threshold,204.44444444444449,False,none,none,0.7,-	witnessThreshold = 0,"This change fixes a threshold value in a stateless utility command, which does not affect the main node's consensus, availability, or state integrity.",True
d2b034f7d9a3c854e06c9b0a0a153ef313fc4511,erigon,2020-02-07T18:02:58+03:00,2020,use cobra,204.44444444444449,False,none,none,0.95,var rootCmd = &cobra.Command{,"This commit introduces cobra CLI framework usage and refactors the restapi command structure, which is a feature/refactor change with no security-relevant defect being fixed.",True
98ef11fa7e5ee3ea3ca0eef702145a839fc84725,erigon,2020-02-11T16:49:24+07:00,2020,fix iterator behaviour,204.44444444444449,True,state_corruption,silent,0.8,"-	if bytes.Equal(i.currentBucket, dbutils.ChangeSetBucket) && len(i.k.ChangeSet) == i.currentNum {","The iterator had inconsistent batch orderings between GetNext() and updateBucket() (Storage and ChangeSet were swapped), and HasMore() hardcoded ChangeSetBucket as the last bucket when it was not, causing the pruner to skip or misprocess keys, potentially corrupting state or leaving unbounded histor",True
7fc2194f712c34f9cee716e3fa8051486a90fa49,erigon,2020-02-29T19:10:57+01:00,2020,set tombstone everytime for now to check if it will help,204.44444444444449,True,consensus_divergence,silent,0.7,"+			PutTombstoneForDeletedAccount(tds.db, addrHash[:])","The old code only marked intermediate hashes empty for deleted accounts that had non-empty storage roots, so deleting accounts without storage could leave stale intermediate trie hashes, causing incorrect trie root computation and consensus divergence.",True
87a70f43e12b750ce8c4c4b68ebb9fb17a2af02f,erigon,2020-03-06T09:46:00+01:00,2020,fix miss-type,204.44444444444449,False,none,none,0.9,-		if err1 != nil {,"The change is in cmd/tester, which is a test-only tool, and the defect is a miss-typed variable in error handling that does not affect the production node's consensus, availability, or integrity.",True
d7851e635936dc71f649b8836d0afa2e8764edd6,erigon,2020-03-27T13:52:53+01:00,2020,"graphql, node, rpc: fix typos in comments (#20824)",204.44444444444449,False,none,none,1.0,-	backend  ethapi.Backend   // The backend that queries will operate onn.,"The commit only fixes typos in comments and removes a blank line, with no changes to executable code or behavior.",True
f0be151349cb1440d119d3c033936e22bcb0724a,erigon,2020-04-01T01:14:42+09:00,2020,README: update private network genesis spec with istanbul (#20841),204.44444444444449,False,none,none,1.0,"+    ""istanbulBlock"": 0","This is a documentation-only change to a README example genesis spec, not a code fix.",True
94abaf9542740e53a7b7479c02fea7aaebd2d4de,erigon,2020-04-21T16:11:38+08:00,2020,snapshot: add Unlock before return (#20948),204.44444444444449,False,none,none,0.9,+    * Remove Unlock before panic,"The diff only modifies a to-merge.txt changelog file and does not show any actual code fix for the missing Unlock defect, so no security-relevant fix can be verified from the diff.",True
1893266c59c04eb55709b911578767f1ab8a9210,erigon,2020-04-28T16:22:23+08:00,2020,go.mod: upgrade to golang-lru v0.5.4 (#20992),204.44444444444449,True,memory_safety,implied_fix,0.8,-	github.com/hashicorp/golang-lru v0.0.0-20160813221303-0a025b7e63ad,"Upgrades golang-lru to fix a crash (nil insertion) affecting node availability, and the commit message explicitly names the crash.",True
68d8010a73f9ab54c105cbf529d2925ec0ba1b43,erigon,2020-05-15T11:21:39+01:00,2020,go.mod,204.44444444444449,False,none,none,0.95,+	github.com/dustin/go-humanize v1.0.0,"This is a go.mod dependency reordering/move, not a code fix for any defect.",True
f06db2f37b06bf79b320b1a70fc26d54028bf15d,erigon,2020-05-23T10:19:56+01:00,2020,Stages 6 and 7 for generating history indices (#569),204.44444444444449,False,none,none,0.9,+func resetHistoryIndex(chaindata string) {,"This commit adds new staged sync functionality for history index generation and refactors package names, which is a feature/refactor change with no security-relevant defect fix.",True
aa50d5ceb97dc14205ddc1479a60f59a5c468f36,erigon,2020-06-03T16:28:29+03:00,2020,remove a couple of more variables,204.44444444444449,False,none,none,0.9,"-func spawnExecuteBlocksStage(s *StageState, stateDB ethdb.Database, blockchain BlockChain, quit chan struct{}) (uint64, error) {",This is a refactor removing a global variable and changing a function signature; no security-relevant defect is being fixed.,True
45cd3199cad993fa2727ce6cd2f98fbc28ba043d,erigon,2020-07-08T19:39:26+03:00,2020,fixes for linters,204.44444444444449,True,other,silent,0.7,-	if !pool.IsStarted() {,"The IsStarted() method called itself unconditionally, causing infinite recursion and a stack-overflow crash whenever invoked; the fix replaces it with a nil check, preventing a node-availability crash.",True
5b7a8a08964648009a530cb4543195ebeb3b77e0,erigon,2020-08-05T23:06:25+01:00,2020,More doc,204.44444444444449,False,none,none,1.0,+### Chain segment (anchors),"The commit only modifies a documentation markdown file, adding explanatory text about header download data structures with no code changes.",True
0ffe32ae165a0859a72518c8938025cb06dd8d2d,erigon,2020-08-21T08:32:11+02:00,2020,State growth restore (#951),204.44444444444449,False,none,none,0.9,func (r *StateGrowth1Reporter) StateGrowth1(ctx context.Context) {,"This commit refactors state-growth reporting/analysis tooling (chart generation), not consensus or node-critical code paths.",True
0dcb92ff718ad24fe52ee302e6e5d70ea80557bc,erigon,2020-08-24T09:05:15+07:00,2020,Add debug logs about tx start/commit,204.44444444444449,False,none,none,0.95,"+			log.Debug(""cycle: begin transaction"")",The commit only adds debug logging around existing transaction lifecycle calls without changing any logic or fixing a defect.,True
fa3ee4bf6bcac3ab9591e73c0affb5ae0ac41a5d,erigon,2020-08-24T10:32:12+02:00,2020,eth: utilize sync bloom for getNodeData (#21445),204.44444444444449,True,other,implied_fix,0.7,return d.stateBloom == nil || d.stateBloom.Contains(hash),"The nil check prevents a nil pointer dereference panic when the sync bloom filter is uninitialized or closed, which would crash the node.",True
16d7eae1c8390576057a859ea4330fba895dca40,erigon,2020-08-26T12:20:12+02:00,2020,eth: updated comments (#21490),204.44444444444449,False,none,none,0.99,-// AccountRangeAt enumerates all accounts in the given block and start point in paging request,The diff only updates comments to match renamed function names; no code behavior is changed.,True
0c5bd719f5be06b50f32042fedc61f0abafeb0c7,erigon,2020-08-27T13:45:01+07:00,2020,make all in Dockerfile,204.44444444444449,False,none,none,0.95,"-RUN make tg
+RUN make all","This is a build/Dockerfile change consolidating build targets and exposing a port, with no correctness or security consequence.",True
0eee196d6b4f01ed42671f9dd22cf6886e25639d,erigon,2020-09-06T17:35:13+02:00,2020,add identity flag back,204.44444444444449,False,none,none,0.95,"+	utils.IdentityFlag,","This commit simply re-adds a CLI flag to the default flags list, which is a configuration/feature change with no correctness or security consequence.",True
329badfa76aa79f187dba9442d19f05c28795819,erigon,2020-09-09T10:33:20+03:00,2020,params: update CHTs for v1.9.21 release,204.44444444444449,False,none,none,0.95,"SectionIndex: 329,","This commit merely updates trusted checkpoint constants for a release, not fixing any defect.",True
1cee37d201cd1855f7eb0f344d7d2679ffd14eb7,erigon,2020-09-09T11:37:17+07:00,2020,kill bolt,204.44444444444449,False,none,none,0.95,+//nolint,The diff only adds a linter suppression comment and does not fix any defect.,True
6c2bc655601458fc3b7753e28ac238fbad207754,erigon,2020-09-10T14:35:39+01:00,2020,Fix types again,204.44444444444449,True,other,silent,0.7,-	\tpop := heap.Pop(hd.requestQueue).(*RequestQueueItem),"Fixes an incorrect type assertion that would cause a runtime panic (crash) when popping from the request queue, affecting node availability.",True
1af24a80bd9f1eb977b1adf55d84a9f5c0070252,erigon,2020-09-15T10:37:01+02:00,2020,core/rawdb: single point of maintenance for writing and deleting tx lookup indexes (#21480),204.44444444444449,False,none,none,0.9,-    core/rawdb: single point of maintenance for writing and deleting tx lookup indexes (#21480),"The diff only shows changes to a to-merge.txt tracking file removing commit entries, with no actual code changes that fix a defect.",True
8e09b6775584d58a1ecb202a0e4339e6ebdd54f7,erigon,2020-09-21T10:48:31+03:00,2020,save state,204.44444444444449,False,none,none,0.9,"cmd.Flags().StringVar(&snapshotMode, ""snapshotMode"", """", ""set of snapshots to use"")","This commit adds new flags and wires snapshot DB support into integration tooling; it is a feature addition, not a fix to a defect.",True
e55893688b6d549d8fcb6e982ceee86f00d264ac,erigon,2020-09-23T13:03:22+07:00,2020,clean,204.44444444444449,False,none,none,0.95,+	var flags uint = lmdb.NoReadahead,"This is a performance tuning change enabling NoReadahead for LMDB, with no correctness or security consequence.",True
834eaedc002f11541d120e3ce280d73a915c3f09,erigon,2020-10-06T20:25:01+01:00,2020,pass_root_ctx_to_p2p_server (#1192),204.44444444444449,False,none,none,0.8,"+func (tg *TurboGethNode) SetP2PListenFunc(listenFunc func(network, addr string) (net.Listener, error)) {",This commit adds a new mechanism to pass a root context to the P2P listener for graceful shutdown; it is a feature addition rather than a fix for a security-relevant defect.,True
6bf7f22fd79d2df879aa50c29780be8562773547,erigon,2020-10-13T19:41:42-04:00,2020,Updating as per comments,204.44444444444449,False,none,none,0.7,+	defer c.Close(),"The change adds a missing cursor close and changes an index type, which is a minor resource cleanup bounded by the transaction lifecycle rather than a fix for unbounded resource use or another security-relevant defect.",True
ceca1ec34d12058afeae3b2e1b722759c7a28701,erigon,2020-10-14T09:39:58+07:00,2020,fix usage of tx object,204.44444444444449,True,state_corruption,silent,0.7,"-	sm, err := ethdb.GetStorageModeFromDB(db)
+	sm, err := ethdb.GetStorageModeFromDB(tx)","Using the raw database handle instead of the transaction object can read inconsistent or stale state, potentially causing incorrect sync or state integrity issues.",True
f359527356a1a07baf3854bcd6593473983f66aa,erigon,2020-10-19T21:17:21+02:00,2020,better logs (#1259),204.44444444444449,False,none,none,1.0,"-		log.Info(\""Imported new chain segment\"", context...)\n+		log.Info(fmt.Sprintf(\""[%s] Imported new chain segment\"", stages.Bodies), context...)","The commit only modifies log message strings to add stage-name prefixes; it changes no logic, state, or control flow.",True
d29eac4be3ec5e813f01ecfe59c1f694ffa3b585,erigon,2020-10-21T16:07:28+01:00,2020,"More log improvments, fix tests",204.44444444444449,False,none,none,0.95,"func (d *Downloader) Synchronise(logPrefix string, id string, head common.Hash, blockNumber uint64, mode SyncMode, txPool *core.TxPool, poolStart func() error) error {","The diff only threads a logPrefix string parameter through downloader functions, a logging refactor with no correctness consequence.",True
0a48344dfed49832117658cdab58103a66b1cdb7,erigon,2020-10-31T01:04:38+08:00,2020,"les, p2p/simulations/adapters: fix issues found while simulating les  (#21761)",204.44444444444449,False,none,none,0.85,-			sn.node.RegisterLifecycle(service),"The visible diff only modifies the p2p simulation/test framework (adding ExternalSigner config and removing a lifecycle registration), which is test infrastructure with no production security consequence.",True
b65fa143ed4316e44456f60ff1ef107e944eb9cf,erigon,2020-11-06T22:30:23+07:00,2020,working version,204.44444444444449,False,none,none,0.95,"-				fmt.Printf(""blk=%dK, unique=%dK, total=%dM\n"", blockNum/1000, len(sizes)/1000, j/1_000_000)","This is a cosmetic fix to a print statement in a hack utility tool, correcting a display unit divisor with no correctness or security consequence.",True
10f338b8f714846843c8e43a26ed6539d864d703,erigon,2020-11-11T17:18:34Z,2020,Add lmdb guide visualisations (#1348),204.44444444444449,False,none,none,0.95,diff --git a/docs/lmdb/vis10_0.png b/docs/lmdb/vis10_0.png,"This commit adds documentation visualizations and renames/removes helper steps in a hack tool, with no correctness or security consequence.",True
76974c0afabc257def069c60176f83ccae9a5034,erigon,2020-11-19T13:54:45+01:00,2020,begin 2020.11.4 release cycle,204.44444444444449,False,none,none,1.0,-	VersionMicro    = 3       // Patch version component of the current release,"This commit only bumps the version number for a new release cycle and contains no code changes affecting correctness, availability, or integrity.",True
18b823a5828dece098c0f18a02ddf883b6ec99f1,erigon,2020-11-23T11:17:58+07:00,2020,squash,204.44444444444449,False,none,none,0.9,"-		_, err = dstTx.Sequence(name, currentID+1)","This change is in an integration testing utility command, not the core node, and fixes a minor off-by-one in a sequence ID generation for a reference database tool.",True
9862a6bed7839deb8eb477e31676f6c651731807,erigon,2020-12-06T11:37:08+07:00,2020,non-working version,204.44444444444449,False,none,none,0.8,+/*,"The commit message explicitly states this is a 'non-working version' (work-in-progress), and the diff shows commented-out old code being replaced with new logic that the author themselves indicates is not yet functional, so this is not a fix.",True
e9386f34f6bc3248bfa8c65f4fdc49e578ff686c,erigon,2020-12-14T14:08:53+01:00,2020,cmd/geth: fixed parallelization flaw in account import test (#22002),204.44444444444449,False,none,none,1.0,-commit 017831dd5b33a68076aed7c9ff05e62b0dcb5f92,"The commit message indicates a test-only change, and the diff only shows removal of text from a file named diff.txt, with no actual code defect being fixed.",True
6985515104140f4bf464c5c1476b3c44184f061f,erigon,2021-02-12T17:55:30Z,2021,Change generation accordingly,204.44444444444449,False,none,none,0.95,"-//go:generate protoc --go_out=. ""./remote/kv.proto"" -I=. -I=./../build/include/google",This commit refactors protobuf generation directives and removes unused proto files; it is a build/refactor change with no correctness consequence.,True
2c56381e23eab1c35ade874dcfdd6451619be143,erigon,2021-02-16T15:44:41+07:00,2021,cache re-visit,204.44444444444449,False,none,none,0.9,-		l.accAddrHash.SetBytes(addrHash.Bytes()),"This commit simply removes an unused field and its assignment, which is a refactor/cleanup with no correctness or security consequence.",True
a8be8d14a249df4be276da8e0c7e4d5e2370edbf,erigon,2021-02-20T10:17:20+07:00,2021,squash,204.44444444444449,False,none,none,0.9,"cmd.Flags().StringVar(&referenceChaindata, ""chaindata.reference"", """", ""path to the 2nd (reference/etalon) db"")","This commit renames CLI flags, adds integrity check flags, and threads a new hasBranch parameter through a test helper function — all refactoring/feature work in integration tooling with no correctness consequence.",True
5aefc37618b19042d602acd81284a4ab83f42029,erigon,2021-02-22T21:33:11+08:00,2021,les: clean up server handler (#22357),204.44444444444449,False,none,none,0.95,-    * les/lespay/server: fix balance expiration and add test,The diff only removes lines from a text file containing commit log entries; no actual code defect is being fixed.,True
a4008bab39a9bf6ee9ff5cd6080ed42660eb5c28,erigon,2021-03-09T12:52:48+07:00,2021,add periodical db statistic metrics,204.44444444444449,False,none,none,0.85,"+	ret = C.mdbx_env_stat_ex(env._env, nil, &_stat, C.size_t(unsafe.Sizeof(_stat)))","This commit enables previously-disabled DB statistics metrics by simplifying the Stat() call to not require a transaction; it is a feature/metrics change, not a fix for a security-relevant defect.",True
c4ed65892016bb02884f6e045cdd384963aa5396,erigon,2021-03-10T10:08:48+07:00,2021,table stat metrics,204.44444444444449,False,none,none,1.0,"+      ""title"": ""Tables"",","This commit only adds Grafana dashboard panels for table statistics metrics, with no code or correctness changes.",True
c2bc43e167343f2aa62c6b13b6be05e0ca33ff65,erigon,2021-03-22T18:54:12Z,2021,fix lint,204.44444444444449,False,none,none,0.95,"-		block, stateDB1, err := genesis.ToBlock(nil, history)","This is a lint fix renaming a variable to avoid shadowing, with no correctness or security consequence.",True
3bdcc538678d30ba6ab33559d5e79e3d048c5164,erigon,2021-03-24T11:46:56+07:00,2021,mock uncles,204.44444444444449,False,none,none,0.9,//if err := tx.RollbackAndBegin(context.Background()); err != nil {,"This change is in the integration testing tooling (cmd/integration) and modifies test-only transaction handling, not the main node's consensus or availability logic.",True
d14fcd84b96ef9962208298448d805e919ee155b,erigon,2021-03-25T09:53:08+07:00,2021,subscription simplify,204.44444444444449,False,none,none,0.9,"-		header := rawdb.ReadHeader(db, hash, i)",This is a refactor that simplifies two database reads into one helper call with no change to correctness or security behavior.,True
146ab8b6a75de8bb14432d0da168ac16ca9add3d,erigon,2021-04-15T14:58:09+07:00,2021,tx pool remove unused import (#19),204.44444444444449,False,none,none,0.9,(no diff),"The commit removes an unused import, which is a refactor/cleanup with no correctness or security consequence, and no diff is available to show otherwise.",True
d7f8fab631ebceba6b709f840dbc64f5252172e8,erigon,2021-04-20T10:54:26+01:00,2021,Change aleut networkID,204.44444444444449,False,none,none,0.95,-			cfg.NetworkID = 133519467574834 // aleut,"This is a network configuration change updating a chain's network ID, not a fix for any security-relevant defect.",True
2b4fc5ed5478450c2a45c7f8d92ed9d66689b26f,erigon,2021-04-21T12:38:10+07:00,2021,clean,204.44444444444449,False,none,none,0.95,"+			fmt.Printf(""Run: is empt2y: %s\n"", debug.Callers(7))","The diff only adds a debug print statement in an else branch, which is a logging/debugging change with no correctness consequence.",True
1f839f5b5462f791adc32320fe72376667275ac2,erigon,2021-04-22T10:33:34+07:00,2021,Txpool minor fixes (#1778),204.44444444444449,False,none,none,0.85,+		result[i] = reply.Txs[i],"This fixes a functional bug where a result slice was allocated but never populated, returning empty transaction data from a gRPC API; it does not affect consensus, availability, fund integrity, or operator safety.",True
e9ca27af6237a7c5e6978f16c7095a514287504a,erigon,2021-04-27T14:57:15+07:00,2021,reborn db metrics,204.44444444444449,False,none,none,1.0,"-  ""iteration"": 1618909886787,","This commit only modifies a Grafana dashboard JSON configuration file, which is a metrics/visualization change with no impact on node correctness, availability, or integrity.",True
39d3314b990d54e303458e1c9da8b6831e171a8a,erigon,2021-05-02T12:15:53+01:00,2021,[download.v2] Prevent deadlock by starting txPool early (#1860),204.44444444444449,True,concurrency,implied_fix,0.95,"+		eth.txPool.Start(0, 0)           // Start tx pool to avoid deadlocks in the initial stages (before TxPool stage starts working)","Starting the tx pool early prevents a deadlock during initial sync, which is a node availability defect.",True
aaa851ecc7380cee99da2c8bd494ee9591abc15a,erigon,2021-05-05T12:49:20+01:00,2021,Reenable call trace index,204.44444444444449,True,other,silent,0.8,if resp != nil && resp.Error != nil,"The diff adds nil-pointer guards before accessing resp.Error and answer.Error, fixing potential panics (node availability) in the RPC handler that would occur when runMethod returns nil for streamable callbacks.",True
8577cea05cf2d09056986bbd54c86d8f96972166,erigon,2021-05-06T10:50:13+07:00,2021,save,204.44444444444449,False,none,none,0.9,"-func SpawnCallTraces(s *StageState, db ethdb.Database, quit <-chan struct{}, cfg CallTracesCfg) error {","This is a refactor changing function signatures to accept ethdb.RwTx directly instead of ethdb.Database, moving transaction-extraction logic to callers with no correctness consequence.",True
303e1e9d493ec1d44bae019658afc49b6c6c24cd,erigon,2021-05-18T16:55:37+07:00,2021,clean,204.44444444444449,False,none,none,0.95,-	env.Close(),"This is a test-only change removing a close call in a test file, with no impact on production code or security.",True
781a67a4ee7641bee7d594c06b468556247d0729,erigon,2021-05-19T10:47:28+07:00,2021,Auto-Close db in tests by using t.Cleanup (#1956),204.44444444444449,False,none,none,0.95,"-func NewSimulatedBackend(alloc core.GenesisAlloc, gasLimit uint64) *SimulatedBackend {","This is a test-only refactor that adds t.Cleanup to auto-close databases in simulated backend tests, with no production code defect being fixed.",True
575673789eebb8e76c9e37e6e0a27d77d1591fde,erigon,2021-06-02T19:58:24+03:00,2021,fix lint,204.44444444444449,False,none,none,1.0,"+	blockBodySnapshotReadTX, err := bodiesSnapshot.BeginRo(context.Background())",The diff only reformats whitespace and indentation to satisfy gofmt; no logic or correctness is changed.,True
de80f4ca8679327eab8448b27c0911ca29fa2882,erigon,2021-06-03T19:27:35+07:00,2021,faster pruning del and close cursor,204.44444444444449,True,state_corruption,silent,0.8,"if err = w.db.Append(dbutils.AccountChangeSetBucket, k, v); err != nil {","The diff fixes incorrect database append operations by using Append for the first key occurrence and AppendDup for subsequent duplicates, preventing state corruption or database errors.",True
0a4e0d1fa19b568a67780ab089e2fcfa0cc82f74,erigon,2021-06-14T21:52:30+03:00,2021,Various code simplificaitons (#2165),204.44444444444449,False,none,none,0.9,"-func PlainReadAccount(db ethdb.KVGetter, address common.Address, acc *accounts.Account) (bool, error) {","The commit is a refactor that removes standalone account accessors and replaces them with direct database calls or state readers, with no correctness or security consequence.",True
67461a0f361da7c6070a2582403464836c5e9b29,erigon,2021-06-17T16:04:43+07:00,2021,save,204.44444444444449,False,none,none,0.95,-#cgo !darwin !openbsd !windows LDFLAGS: -lrt,"This is a build/linker flag adjustment restricting the -lrt flag to Linux only, with no correctness or security consequence.",True
cb46b4f153d52b7174aebada412f6f2d6cca456b,erigon,2021-06-19T18:27:30+07:00,2021,move mdbx to submodule,204.44444444444449,False,none,none,0.95,-	cd libmdbx && MDBX_BUILD_TIMESTAMP=unknown make tools,This is a build/dependency management change moving mdbx to a submodule with no correctness or security consequence.,True
4c15dfeee7f278a1c0a95673e0bc8c9abfd33e19,erigon,2021-06-23T12:58:21+02:00,2021,Update README.md,204.44444444444449,False,none,none,1.0,+  workaround the issue you might either set exlusions for your antivirus specifically for `build\bin\mdbx\CMakeFiles` sub-folder of the cloned repo or you can run erigon using the following other two options,"This is a documentation-only change to a README path reference, with no code or correctness impact.",True
54be6013f350b38fb45035133f79cf358541c7a7,erigon,2021-06-27T15:02:20+07:00,2021,save,204.44444444444449,False,none,none,0.95,func TestRewardEmptyStep(t *testing.T) {,"This commit only adds a new test file with an empty test function and a commented-out Rust test, making it a test-only change with no actual defect fix.",True
ea5abbe0b51b6b6a0a1afd7c7f7b643ba7c3c32b,erigon,2021-07-06T01:53:11+07:00,2021,mdbx: add trace info to open error (#2305),204.44444444444449,False,none,none,0.95,"+		return nil, fmt.Errorf(\""%w, label: %s, trace: %s\"", err, opts.label.String(), debug.Callers(10))",This commit only adds diagnostic label and stack-trace information to existing error messages; it changes no logic or correctness.,True
a78cb541327f4d82bc8d6606ea2dbd71ea2d6a25,erigon,2021-07-07T23:15:49+07:00,2021,step towards kv interface (#2311),204.44444444444449,False,none,none,0.95,-	ethDb := kv2.MustOpenKV(chaindata),"This commit is a refactor of the hack tooling to use a new KV interface (MustOpen instead of MustOpenKV, wrapping reads in transactions), not a fix for a security-relevant defect.",True
77f9959535ca2437f1440ef59f9f259bd36f8cff,erigon,2021-07-16T17:33:50+07:00,2021,remove stage builder,204.44444444444449,True,other,silent,0.9,-		panic(1),Removing an unconditional panic that would crash the node whenever no external transaction is provided fixes a node availability defect.,True
574b3fe89d936b515f8a292a64e208580d41968d,erigon,2021-07-31T15:10:42+07:00,2021,extract sender from txSlot,204.44444444444449,False,none,none,0.85,type Nonce2Tx struct {,"This is a refactor restructuring txpool data types and sender lookup, not a fix for a security-relevant defect.",True
a24330848602a9fa00075898213d1672d470dd6b,erigon,2021-08-07T12:02:58+07:00,2021,save,204.44444444444449,False,none,none,0.95,-	google.golang.org/grpc v1.39.0,"This commit only bumps dependency versions (erigon-lib and grpc) with no code changes, which is explicitly excluded as a dependency bump.",True
1d11dee5cab5c281675cfa4447566fa3097af1f5,erigon,2021-08-21T22:04:24+07:00,2021,Pool: senders cache - right merging and fallback logic (#2563),204.44444444444449,False,none,none,0.7,"-		newTxs := make(chan txpool.Hashes, 1)","The visible diff only increases a channel buffer size from 1 to 1024 (a performance/throughput improvement) and bumps a dependency, neither of which clearly fixes a security-relevant defect.",True
6ede12dd76a0f288d88e1247532c8785e2e2c73b,erigon,2021-08-28T14:54:12+07:00,2021,add state check assert routine,204.44444444444449,False,none,none,0.9,+		if ASSERT {,"This commit adds an assertion/debug print routine and fuzz corpus data; it does not fix a reachable defect affecting consensus, availability, or integrity.",True
