id,source_platform,contest,issue_id,severity,title,description,source_url,introduced_in_commit,domain,scraped_at,stride,cwe_top25,evidence,silent_fix_prob,security_score,fix_commit,confidence,n_signals,authority_tier
lodestar:scope-networking:PR#7791,lodestar,scope-networking,PR#7791,Unrated,chore: fix prompt in launch config to test current file,"Previous launch config no longer works, either related to vs code update or extension update, but changing prompt input to use `extension.commandvariable` specific command does the job.

Also fixes segfault issue by changing from `threads` to `forks`.",https://github.com/ChainSafe/lodestar/pull/7791,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7791""]",,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7785,lodestar,scope-networking,PR#7785,Unrated,chore: update gnosis `MAX_BLOBS_PER_BLOCK` to match upstream config,"**Motivation**

This can cause interop issues if Lodestar is used with other clients (https://github.com/ChainSafe/lodestar/issues/7764). It's not an actual problem otherwise anymore. This value was never correct but the problem was not that we didn't update it correctly but rather Gnosis team decided to change this value on the fly while the hard fork (Deneb) was already live on the network but due to the fact that blob count is limited by EL as well this was never an issue and won't be now because we use `MAX_BLOBS_PER_BLOCK_ELECTRA` but in theory this could have caused a consensus split if clients use different values (which they did).

**Description**

Update gnosis `MAX_BLOBS_PER_BLOCK` to [match upstream config](https://github.com/gnosischain/configs/blob/d447a94bbe1bafbef4fe5a2fbb2e5469e7b494bb/mainnet/config.yaml#L140)

Closes https://github.com/ChainSafe/lodestar/issues/7765",https://github.com/ChainSafe/lodestar/pull/7785,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7785"", ""https://github.com/status-im/nimbus-eth2/pull/8083"", ""https://github.com/status-im/nimbus-eth2/pull/7756"", ""https://github.com/status-im/nimbus-eth2/pull/7726""]",,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7752,lodestar,scope-networking,PR#7752,Unrated,fix: increment seq_number on metadata cgc changes,"**Motivation**

phase0 spec states that `seq_number` should be incremented by 1 whenever any other field in metadata changes: https://github.com/ethereum/consensus-specs/blob/dev/specs/phase0/p2p-interface.md#metadata

**Description**

increment seq_number when the metadata cgc field changes",https://github.com/ChainSafe/lodestar/pull/7752,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7752""]",0.8,0.0,,low,2,B_corroborated
lodestar:scope-networking:PR#7725,lodestar,scope-networking,PR#7725,Unrated,chore(deps): bump fastify from 5.2.1 to 5.3.2,"Bumps [fastify](https://github.com/fastify/fastify) from 5.2.1 to 5.3.2.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/fastify/fastify/releases"">fastify's releases</a>.</em></p>
<blockquote>
<h2>v5.3.2</h2>
<h2>⚠️ Security Release ⚠️</h2>
<p>Unfortunately, v5.3.1 did not include a complete fix for <a href=""https://github.com/fastify/fastify/security/advisories/GHSA-mg2h-6x62-wpwc"">&quot;Invalid content-type parsing could lead to validation bypass&quot;</a> and CVE-2025-32442. This is a follow-up patch to cover an edge case.</p>
<h2>What's Changed</h2>
<ul>
<li>docs: fix archived concurrently link to point to active repo by <a href=""https://github.com/TimTeylor""><code>@​TimTeylor</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6063"">fastify/fastify#6063</a></li>
<li>fix: treat space as a delimiter in content-type parsing by <a href=""https://github.com/mcollina""><code>@​mcollina</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6064"">fastify/fastify#6064</a></li>
</ul>
<h2>New Contributors</h2>
<ul>
<li><a href=""https://github.com/TimTeylor""><code>@​TimTeylor</code></a> made their first contribution in <a href=""https://redirect.github.com/fastify/fastify/pull/6063"">fastify/fastify#6063</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/fastify/fastify/compare/v5.3.1...v5.3.2"">https://github.com/fastify/fastify/compare/v5.3.1...v5.3.2</a></p>
<h2>v5.3.1</h2>
<h2>⚠️ Security Release ⚠️</h2>
<ul>
<li>Fix for <a href=""https://github.com/fastify/fastify/security/advisories/GHSA-mg2h-6x62-wpwc"">&quot;Invalid content-type parsing could lead to validation bypass&quot;</a> and CVE-2025-32442</li>
</ul>
<h2>What's Changed</h2>
<ul>
<li>test: migrate logger options to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6059"">fastify/fastify#6059</a></li>
<li>test: migrate logger logging to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6060"">fastify/fastify#6060</a></li>
<li>test: convert custom parser 1 to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6053"">fastify/fastify#6053</a></li>
<li>test: custom querystring parser by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6054"">fastify/fastify#6054</a></li>
<li>test: migrate stream 4 to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6062"">fastify/fastify#6062</a></li>
<li>test: migrate request logger to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6058"">fastify/fastify#6058</a></li>
<li>test: migrate custom parser 0 to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6052"">fastify/fastify#6052</a></li>
<li>test: migrate logger instantiation to node test runner by <a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6061"">fastify/fastify#6061</a></li>
</ul>
<h2>New Contributors</h2>
<ul>
<li><a href=""https://github.com/ilteoood""><code>@​ilteoood</code></a> made their first contribution in <a href=""https://redirect.github.com/fastify/fastify/pull/6059"">fastify/fastify#6059</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/fastify/fastify/compare/v5.3.0...v5.3.1"">https://github.com/fastify/fastify/compare/v5.3.0...v5.3.1</a></p>
<h2>v5.3.0</h2>
<h2>What's Changed</h2>
<ul>
<li>fix: wrong reply return type by <a href=""https://github.com/dangkyokhoang""><code>@​dangkyokhoang</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6026"">fastify/fastify#6026</a></li>
<li>feat: allow to access decorators by <a href=""https://github.com/jean-michelet""><code>@​jean-michelet</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/5768"">fastify/fastify#5768</a></li>
<li>ci: continue-on-error on alternative runtime by <a href=""https://github.com/Eomm""><code>@​Eomm</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6031"">fastify/fastify#6031</a></li>
<li>fix: clear <code>[kState].readyPromise</code> for garbage collection by <a href=""https://github.com/LiviaMedeiros""><code>@​LiviaMedeiros</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6030"">fastify/fastify#6030</a></li>
<li>ci: set workflow permissions to read-only by default by <a href=""https://github.com/Fdawgs""><code>@​Fdawgs</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6035"">fastify/fastify#6035</a></li>
<li>chore: Bump the dependencies-major group with 2 updates by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6036"">fastify/fastify#6036</a></li>
<li>chore: Bump lycheeverse/lychee-action from 2.3.0 to 2.4.0 by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6037"">fastify/fastify#6037</a></li>
<li>chore: remove sponsort by <a href=""https://github.com/Eomm""><code>@​Eomm</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6040"">fastify/fastify#6040</a></li>
<li>test: fix skip in upgrade test by <a href=""https://github.com/LiviaMedeiros""><code>@​LiviaMedeiros</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6044"">fastify/fastify#6044</a></li>
<li>chore: migrate custom-parser.4.test.js to node:test by <a href=""https://github.com/Matthew-Mallimo""><code>@​Matthew-Mallimo</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6042"">fastify/fastify#6042</a></li>
<li>docs: add fastify-lm to Ecosystem.md by <a href=""https://github.com/galiprandi""><code>@​galiprandi</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6032"">fastify/fastify#6032</a></li>
<li>test: skip IPv6 tests if its support is not present by <a href=""https://github.com/LiviaMedeiros""><code>@​LiviaMedeiros</code></a> in <a href=""https://redirect.github.com/fastify/fastify/pull/6048"">fastify/fastify#6048</a></li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/fastify/fastify/commit/32f7e1eb97b638bad3ff8b80948e5b2c07d1b8b5""><code>32f7e1e</code></a> Bumped v5.3.2</li>
<li><a href=""https://github.com/fastify/fastify/commit/f3d2bcb3963cd570a582e5d39aab01a9ae692fe4""><code>f3d2bcb</code></a> fix: treat space as a delimiter in content-type parsing (<a href=""https://redirect.github.com/fastify/fastify/issues/6064"">#6064</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/9b1cf06987c1b00c90e27ed921a2779edd2f609b""><code>9b1cf06</code></a> docs: fix archived concurrently link to point to active repo (<a href=""https://redirect.github.com/fastify/fastify/issues/6063"">#6063</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/644b68d788b4183af312f2d6fea8fec0e6e38151""><code>644b68d</code></a> Bumped v5.3.1</li>
<li><a href=""https://github.com/fastify/fastify/commit/436da4c06dfbbb8c24adee3a64de0c51e4f47418""><code>436da4c</code></a> Merge commit from fork</li>
<li><a href=""https://github.com/fastify/fastify/commit/ebbd4a694ffbd4261a3ced97f65ad81da00db7dc""><code>ebbd4a6</code></a> test: migrate logger instantiation to node test runner (<a href=""https://redirect.github.com/fastify/fastify/issues/6061"">#6061</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/2ce1ae1ddd46d4b3b8243dab59c2c3760c842e3b""><code>2ce1ae1</code></a> test: migrate custom parser 0 to node test runner (<a href=""https://redirect.github.com/fastify/fastify/issues/6052"">#6052</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/f30973cc6da9060fdd429edcc930a6fa0880fef1""><code>f30973c</code></a> test: migrate request logger to node test runner (<a href=""https://redirect.github.com/fastify/fastify/issues/6058"">#6058</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/0a9aa87d3577cda8b5f24f3be92ae781f43d220c""><code>0a9aa87</code></a> test: migrate stream 4 to node test runner (<a href=""https://redirect.github.com/fastify/fastify/issues/6062"">#6062</a>)</li>
<li><a href=""https://github.com/fastify/fastify/commit/417b1f8722333d6b4c67354900cd532cef17cafc""><code>417b1f8</code></a> test: custom querystring parser (<a href=""https://redirect.github.com/fastify/fastify/issues/6054"">#6054</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/fastify/fastify/compare/v5.2.1...v5.3.2"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=fastify&package-manager=npm_and_yarn&previous-version=5.2.1&new-version=5.3.2)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/ChainSafe/lodestar/network/alerts).

</details>",https://github.com/ChainSafe/lodestar/pull/7725,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7725""]",,1.0,,high,3,A_authoritative
lodestar:scope-networking:PR#7719,lodestar,scope-networking,PR#7719,Unrated,feat: validate data column sidecars according to spec,"**Motivation**

The data column sidecar gossip validation didn't match the spec, so updated it to cover all cases: https://github.com/ethereum/consensus-specs/blob/dev/specs/fulu/p2p-interface.md#data_column_sidecar_subnet_id

**Description**

* Also renamed `index` to `subnet` when used for gossip topics, to distinguish between that and column indexes.",https://github.com/ChainSafe/lodestar/pull/7719,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7719""]",,0.5,,medium,2,B_corroborated
lodestar:scope-networking:PR#7577,lodestar,scope-networking,PR#7577,Unrated,refactor: reorg state-transition metrics,"**Motivation**

Organize and update metrics as part of the effort to resolve #7098.

**Description**

Convert BeaconStateTransitionMetrics into an exported function.

Partially closes #7098

**Steps to test or reproduce**

- Verify the metrics on the lodestar_block_processor dashboard.",https://github.com/ChainSafe/lodestar/pull/7577,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7577""]",,0.5,,medium,2,B_corroborated
lodestar:scope-networking:PR#7568,lodestar,scope-networking,PR#7568,Unrated,fix: reject a consolidation request coming from a validator with BLS withdrawal credentials,"**Motivation**

<!-- Why is this PR exists? What are the goals of the pull request? -->

In order to comply with the consensus-specs of Electra, when processing a consolidation request we should check that the source validator does not have withdrawal credentials with a BLS prefix.

**Description**

<!-- A clear and concise general description of the changes of this PR commits -->

<!-- If applicable, add screenshots to help explain your solution -->

<!-- Link to issues: Resolves #111, Resolves #222 -->

The prefix of the withdrawal credentials of the source validator that is targeted by the consolidation request should either be `ETH1_ADDRESS_WITHDRAWAL_PREFIX` or `COMPOUNDING_WITHDRAWAL_PREFIX`.
The relevant function is [`process_consolidation_request`](https://github.com/ethereum/consensus-specs/blob/dev/specs/electra/beacon-chain.md#new-process_consolidation_request) and as expected verifies the prefix of the withdrawal credentials of the source validator:
```python
    # Verify source withdrawal credentials
    has_correct_credential = has_execution_withdrawal_credential(source_validator)
    is_correct_source_address = (
        source_validator.withdrawal_credentials[12:] == consolidation_request.source_address
    )
    if not (has_correct_credential and is_correct_source_address):
        return
```
Currently, a validator could create a deposit transaction with BLS withdrawal credentials ending with an eth1 that they control in order to make the consolidation request from this address later.
Since Lodestar will process this request and will add the request, it will have a different state root from other clients, effectively performing a chain split as showcased by the failing test at the first commit.",https://github.com/ChainSafe/lodestar/pull/7568,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7568""]",,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7505,lodestar,scope-networking,PR#7505,Unrated,fix: processState to handle processPastEpoch,"**Motivation**

- avoid OOM when node getting close to head in holesky 

**Description**

- the fix in https://github.com/ChainSafe/lodestar/pull/7497 was not enough since `getBlockRootAtSlot()` may fail at both side

Closes #7495",https://github.com/ChainSafe/lodestar/pull/7505,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7505""]",,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7502,lodestar,scope-networking,PR#7502,Unrated,fix: model AttesterSlashing without bigint,"**Motivation**

- @nflaig 's node was down due to OOM, could be because of processing a bunch of AttesterSlashing
- in the past we used to have memory issue with it, see https://github.com/ChainSafe/lodestar/issues/6112

**Description**

-  model AttesterSlashing without BigInt",https://github.com/ChainSafe/lodestar/pull/7502,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7502""]",0.9,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7497,lodestar,scope-networking,PR#7497,Unrated,fix: prune checkpoint states in processSlotsToNearestCheckpoint,"**Motivation**

- in holesky, there was a single block killing lodestar because we have to process multiple epoch transitions at the same time, see https://github.com/ChainSafe/lodestar/issues/7495#issuecomment-2680800898

**Description**

- for single epoch transition, let the next block prune it at the last 1/3 slot of next epoch
- if there are multiple epoch transitions, it means network is not healthy so prune it right away or we'll get OOM
- also fix ""Can only get block root in the past"" in #7495

Closes #7495

**Steps to test or reproduce**

Test holesky",https://github.com/ChainSafe/lodestar/pull/7497,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7497""]",0.9,0.8,,medium,2,B_corroborated
48e0700ee23d59c7,lodestar,ChainSafe/lodestar,COMMIT#86ab878709d5,Info,chore(deps): bump undici from 5.28.4 to 5.28.5 (#7384),"Bumps [undici](https://github.com/nodejs/undici) from 5.28.4 to 5.28.5.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a
href=""https://github.com/nodejs/undici/releases"">undici's
releases</a>.</em></p>
<blockquote>
<h2>v5.28.5</h2>
<h1>⚠️ Security Release ⚠️</h1>
<p>Fixes CVE CVE-2025-22150 <a
href=""https://github.com/nodejs/undici/security/advisories/GHSA-c76h-2ccp-4975"">https://github.com/nodejs/undici/security/advisories/GHSA-c76h-2ccp-4975</a>
(embargoed until 22-01-2025).</p>
<p><strong>Full Changelog</strong>: <a
href=""https://github.com/nodejs/undici/compare/v5.28.4...v5.28.5"">https://github.com/nodejs/undici/compare/v5.28.4...v5.28.5</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a
href=""https://github.com/nodejs/undici/commit/6139ed2e0c787853243de58ef7c4301b26ca66f2""><code>6139ed2</code></a>
Bumped v5.28.5</li>
<li><a
href=""https://github.com/nodejs/undici/commit/711e20772764c29f6622ddc937c63b6eefdf07d0""><code>711e207</code></a>
Backport of c2d78cd</li>
<li>See full diff in <a
href=""https://github.com/nodejs/undici/compare/v5.28.4...v5.28.5"">compare
view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility
score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=undici&package-manager=npm_and_yarn&previous-version=5.28.4&new-version=5.28.5)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't
alter it yourself. You can also trigger a rebase manually by commenting
`@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recrea",https://github.com/ChainSafe/lodestar/commit/86ab878709d57db7d0fe659c059c758acaaaf9c8,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7384"", ""https://github.com/ChainSafe/lodestar/commit/86ab878709d57db7d0fe659c059c758acaaaf9c8""]",,1.0,86ab878709d57db7d0fe659c059c758acaaaf9c8,high,3,A_authoritative
lodestar:scope-networking:PR#7241,lodestar,scope-networking,PR#7241,Unrated,fix: prune checkpoint states at syncing time,"**Motivation**

Right now we only prune states at synced time. When not is restarted and network faces big unfinality period, it went OOM. See #7240

**Description**

- always prune checkpoint state caches either when node is syncing or synced
- remove unused variables

Closes #7240

**Test**

- was able to sync nft-devnet-0 from genesis (see `nogroup 1`). It took 1h15m to sync from slot 0 to ~25k. Note that my node does not include an EL
- state is consistent during syncing time (4 to 7 states)

- heap is consistent during syncing time (on main thread, it's from 1.5GB to 2.5GB)",https://github.com/ChainSafe/lodestar/pull/7241,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7241""]",0.9,0.8,,medium,2,B_corroborated
lodestar:scope-networking:PR#7214,lodestar,scope-networking,PR#7214,Unrated,fix: consistently validate pubkey and throw 404 if not found,"**Motivation**

See https://github.com/ChainSafe/lodestar/issues/7213

**Description**

Consistently validate pubkey and throw 404 if not found in keymanager api implementation before querying validator store.",https://github.com/ChainSafe/lodestar/pull/7214,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7214""]",0.7,0.5,,medium,2,B_corroborated
lodestar:scope-networking:PR#7117,lodestar,scope-networking,PR#7117,Unrated,chore(deps): bump micromatch from 4.0.5 to 4.0.8 in /docs,"Bumps [micromatch](https://github.com/micromatch/micromatch) from 4.0.5 to 4.0.8.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/micromatch/micromatch/releases"">micromatch's releases</a>.</em></p>
<blockquote>
<h2>4.0.8</h2>
<p>Ultimate release that fixes both CVE-2024-4067 and CVE-2024-4068. We consider the issues low-priority, so even if you see automated scanners saying otherwise, don't be scared.</p>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/micromatch/micromatch/blob/master/CHANGELOG.md"">micromatch's changelog</a>.</em></p>
<blockquote>
<h2>[4.0.8] - 2024-08-22</h2>
<ul>
<li>backported CVE-2024-4067 fix (from v4.0.6) over to 4.x branch</li>
</ul>
<h2>[4.0.7] - 2024-05-22</h2>
<ul>
<li>this is basically v4.0.5, with some README updates</li>
<li><strong>it is vulnerable to CVE-2024-4067</strong></li>
<li>Updated braces to v3.0.3 to avoid CVE-2024-4068</li>
<li>does NOT break API compatibility</li>
</ul>
<h2>[4.0.6] - 2024-05-21</h2>
<ul>
<li>Added <code>hasBraces</code> to check if a pattern contains braces.</li>
<li>Fixes CVE-2024-4067</li>
<li><strong>BREAKS API COMPATIBILITY</strong></li>
<li>Should be labeled as a major release, but it's not.</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/micromatch/micromatch/commit/8bd704ec0d9894693d35da425d827819916be920""><code>8bd704e</code></a> 4.0.8</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/a0e68416a44da10f3e4e30845ab95af4fd286d5a""><code>a0e6841</code></a> run verb to generate README documentation</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/4ec288484f6e8cccf597ad3d43529c31d0f7a02a""><code>4ec2884</code></a> Merge branch 'v4' into hauserkristof-feature/v4.0.8</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/03aa8052171e878897eee5d7bb2ae0ae83ec2ade""><code>03aa805</code></a> Merge pull request <a href=""https://redirect.github.com/micromatch/micromatch/issues/266"">#266</a> from hauserkristof/feature/v4.0.8</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/814f5f70efcd100ca9d29198867812a3d6ab91a8""><code>814f5f7</code></a> lint</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/67fcce6a1077c2faf5ad0c5f998fa70202cc5dae""><code>67fcce6</code></a> fix: CHANGELOG about braces &amp; CVE-2024-4068, v4.0.5</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/113f2e3fa7cb30b429eda7c4c38475a8e8ba1b30""><code>113f2e3</code></a> fix: CVE numbers in CHANGELOG</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/d9dbd9a266686f44afb38da26fe016f96d1ec04f""><code>d9dbd9a</code></a> feat: updated CHANGELOG</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/2ab13157f416679f54e3a32b1425e184bd16749e""><code>2ab1315</code></a> fix: use actions/setup-node@v4</li>
<li><a href=""https://github.com/micromatch/micromatch/commit/1406ea38f3e24b29f4d4f46908d5cffcb3e6c4ce""><code>1406ea3</code></a> feat: rework test to work on macos with node 10,12 and 14</li>
<li>Additional commits viewable in <a href=""https://github.com/micromatch/micromatch/compare/4.0.5...4.0.8"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=micromatch&package-manager=npm_and_yarn&previous-version=4.0.5&new-version=4.0.8)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/ChainSafe/lodestar/network/alerts).

</details>",https://github.com/ChainSafe/lodestar/pull/7117,,ethereum,2026-07-02T03:45:43Z,Other,N/A,"[""https://github.com/ChainSafe/lodestar/pull/7117"", ""https://github.com/ChainSafe/lodestar/pull/7058""]",,1.0,,high,4,A_authoritative
